Season,Injury,From,Until,Days,GamesMissed,Player,PlayerID,Weeks
21/22,influenza,2022-03-17,2022-03-21,4.0,3,Sofyan Amrabat,287579,0.6
21/22,Pubalgia,2021-07-14,2021-08-23,40.0,2,Sofyan Amrabat,287579,5.7
20/21,Bruised back,2021-03-07,2021-03-21,14.0,3,Sofyan Amrabat,287579,2.0
19/20,Muscle fatigue,2020-07-04,2020-07-07,3.0,1,Sofyan Amrabat,287579,0.4
18/19,Muscle strain,2019-04-26,2019-04-30,4.0,1,Sofyan Amrabat,287579,0.6
18/19,muscular problems,2018-12-25,2018-12-29,4.0,1,Sofyan Amrabat,287579,0.6
18/19,Knock,2018-12-13,2018-12-16,3.0,1,Sofyan Amrabat,287579,0.4
18/19,Ankle injury,2018-09-27,2018-10-08,11.0,3,Sofyan Amrabat,287579,1.6
25/26,Broken fibula,2025-08-10,2025-11-10,92.0,16,Isco,85288,13.1
24/25,Broken fibula,2024-09-06,2024-12-06,91.0,18,Isco,85288,13.0
23/24,Broken fibula,2024-05-17,2024-09-05,111.0,7,Isco,85288,15.9
23/24,Torn muscle bundle,2024-02-04,2024-03-24,49.0,9,Isco,85288,7.0
21/22,influenza,2022-05-02,2022-05-19,17.0,4,Isco,85288,2.4
21/22,Ill,2022-04-11,2022-04-14,3.0,1,Isco,85288,0.4
21/22,Back problems,2022-03-31,2022-04-07,7.0,2,Isco,85288,1.0
21/22,Corona virus,2021-12-16,2021-12-30,14.0,2,Isco,85288,2.0
21/22,Back problems,2021-10-04,2021-10-28,24.0,3,Isco,85288,3.4
20/21,minor knock,2021-02-04,2021-02-08,4.0,1,Isco,85288,0.6
20/21,ankle sprain,2020-09-07,2020-09-24,17.0,1,Isco,85288,2.4
19/20,Muscle injury,2020-06-18,2020-06-22,4.0,2,Isco,85288,0.6
19/20,Lumbago,2020-03-09,2020-03-12,3.0,-,Isco,85288,0.4
19/20,Hamstring muscle injury,2019-08-29,2019-09-30,32.0,6,Isco,85288,4.6
18/19,Back problems,2019-02-07,2019-02-25,18.0,4,Isco,85288,2.6
22/23,Thigh problems,2022-09-09,2022-09-27,18.0,3,Jordan Pickford,130164,2.6
21/22,Shoulder injury,2021-09-13,2021-09-27,14.0,4,Jordan Pickford,130164,2.0
20/21,Chest injury,2021-01-28,2021-02-18,21.0,6,Jordan Pickford,130164,3.0
16/17,Knee injury,2016-12-26,2017-02-27,63.0,17,Jordan Pickford,130164,9.0
25/26,Muscle injury,2025-08-01,,,4,Nathan Patterson,424015,
24/25,Hamstring injury,2025-02-03,2025-02-28,25.0,5,Nathan Patterson,424015,3.6
23/24,Thigh problems,2024-04-15,2024-09-21,159.0,21,Nathan Patterson,424015,22.7
22/23,Knee injury,2023-01-03,2023-01-03,0.0,1,Nathan Patterson,424015,0.0
22/23,Ankle injury,2022-09-21,2022-10-26,35.0,7,Nathan Patterson,424015,5.0
21/22,Ankle surgery,2022-04-05,2022-06-06,62.0,11,Nathan Patterson,424015,8.9
21/22,Quarantine,2021-08-27,2021-09-08,12.0,4,Nathan Patterson,424015,1.7
20/21,Quarantine,2021-06-01,2021-06-04,3.0,1,Nathan Patterson,424015,0.4
20/21,Quarantine,2021-02-14,2021-02-23,9.0,2,Nathan Patterson,424015,1.3
24/25,Hamstring injury,2025-04-21,2025-07-14,84.0,5,James Tarkowski,173504,12.0
20/21,Toe injury,2020-09-16,2020-09-29,13.0,4,James Tarkowski,173504,1.9
18/19,Groin injury,2018-11-04,2018-11-30,26.0,4,James Tarkowski,173504,3.7
18/19,Groin strain,2018-10-07,2018-10-19,12.0,2,James Tarkowski,173504,1.7
18/19,Groin strain,2018-10-01,2018-10-05,4.0,-,James Tarkowski,173504,0.6
17/18,Knock,2018-05-26,2018-08-11,77.0,12,James Tarkowski,173504,11.0
17/18,Groin strain,2018-01-22,2018-02-10,19.0,3,James Tarkowski,173504,2.7
15/16,Nose injury,2015-08-15,2015-08-22,7.0,2,James Tarkowski,173504,1.0
14/15,Back injury,2015-02-10,2015-02-21,11.0,3,James Tarkowski,173504,1.6
25/26,Hamstring injury,2025-08-10,,,4,Jarrad Branthwaite,661053,
24/25,Groin injury,2024-10-03,2024-10-20,17.0,4,Jarrad Branthwaite,661053,2.4
24/25,Groin surgery,2024-08-01,2024-09-30,60.0,10,Jarrad Branthwaite,661053,8.6
24/25,Groin injury,2024-07-18,2024-09-14,58.0,7,Jarrad Branthwaite,661053,8.3
22/23,Hamstring strain,2023-03-20,2023-04-06,17.0,4,Jarrad Branthwaite,661053,2.4
22/23,Ill,2022-11-01,2022-11-04,3.0,1,Jarrad Branthwaite,661053,0.4
22/23,unknown injury,2022-10-07,2022-10-14,7.0,2,Jarrad Branthwaite,661053,1.0
22/23,Fitness,2022-07-17,2022-08-04,18.0,2,Jarrad Branthwaite,661053,2.6
21/22,Ankle surgery,2021-07-01,2021-08-02,32.0,3,Jarrad Branthwaite,661053,4.6
20/21,Ankle injury,2020-09-16,2020-11-01,46.0,13,Jarrad Branthwaite,661053,6.6
24/25,Knee injury,2024-12-13,2025-04-02,110.0,18,Dwight McNeil,584769,15.7
23/24,Ankle injury,2023-07-29,2023-09-01,34.0,4,Dwight McNeil,584769,4.9
20/21,Groin injury,2020-12-22,2021-01-11,20.0,3,Dwight McNeil,584769,2.9
19/20,Knock,2020-01-02,2020-01-10,8.0,1,Dwight McNeil,584769,1.1
19/20,Hamstring strain,2019-09-26,2019-09-27,1.0,-,Dwight McNeil,584769,0.1
19/20,Hamstring injury,2019-09-01,2019-09-13,12.0,2,Dwight McNeil,584769,1.7
21/22,Corona virus,2022-01-12,2022-01-15,3.0,2,Idrissa Gueye,126665,0.4
21/22,Corona virus,2021-08-01,2021-08-16,15.0,3,Idrissa Gueye,126665,2.1
20/21,Hamstring injury,2020-10-20,2020-10-25,5.0,2,Idrissa Gueye,126665,0.7
20/21,Ankle injury,2020-09-20,2020-10-02,12.0,3,Idrissa Gueye,126665,1.7
19/20,Hamstring injury,2019-12-09,2020-01-01,23.0,4,Idrissa Gueye,126665,3.3
19/20,Groin injury,2019-10-11,2019-10-28,17.0,3,Idrissa Gueye,126665,2.4
19/20,Rest,2019-09-24,2019-09-26,2.0,1,Idrissa Gueye,126665,0.3
18/19,Groin strain,2019-01-27,2019-02-05,9.0,2,Idrissa Gueye,126665,1.3
18/19,Groin strain,2018-12-12,2018-12-25,13.0,2,Idrissa Gueye,126665,1.9
18/19,Ankle injury,2018-10-15,2018-10-20,5.0,1,Idrissa Gueye,126665,0.7
18/19,Knee injury,2018-08-25,2018-09-16,22.0,5,Idrissa Gueye,126665,3.1
11/12,Hand injury,2011-11-23,2011-12-08,15.0,3,Idrissa Gueye,126665,2.1
24/25,Back injury,2024-10-18,2025-01-24,98.0,15,James Garner,505219,14.0
22/23,Back injury,2022-11-12,2023-02-09,89.0,8,James Garner,505219,12.7
19/20,unknown injury,2019-08-30,2019-09-10,11.0,7,James Garner,505219,1.6
23/24,Hamstring muscle injury,2024-03-06,2024-04-01,26.0,3,Carlos Alcaraz,748319,3.7
21/22,Torn muscle bundle,2022-06-09,2022-07-06,27.0,6,Carlos Alcaraz,748319,3.9
24/25,Muscle injury,2024-09-23,2024-09-27,4.0,1,David Raya,262749,0.6
21/22,Knee injury,2021-10-25,2022-02-04,102.0,19,David Raya,262749,14.6
25/26,Ankle injury,2025-08-31,2025-09-28,28.0,6,William Saliba,495666,4.0
24/25,Hamstring injury,2025-01-17,2025-01-24,7.0,2,William Saliba,495666,1.0
23/24,Toe injury,2023-10-09,2023-10-19,10.0,2,William Saliba,495666,1.4
22/23,Back injury,2023-03-16,2023-06-20,96.0,16,William Saliba,495666,13.7
19/20,Metatarsal fracture,2019-11-04,2020-01-20,77.0,19,William Saliba,495666,11.0
18/19,Hamstring injury,2019-05-23,2019-09-28,128.0,22,William Saliba,495666,18.3
25/26,Knock,2025-08-17,,,3,Ben White,335721,
24/25,Knee problems,2025-04-21,2025-04-28,7.0,1,Ben White,335721,1.0
24/25,unknown injury,2025-04-11,2025-04-15,4.0,1,Ben White,335721,0.6
24/25,Knee surgery,2024-11-11,2025-02-10,91.0,21,Ben White,335721,13.0
24/25,Knee injury,2024-09-23,2024-10-07,14.0,4,Ben White,335721,2.0
23/24,Knee injury,2023-11-09,2023-11-20,11.0,1,Ben White,335721,1.6
21/22,Hamstring injury,2022-04-25,2022-05-15,20.0,3,Ben White,335721,2.9
24/25,Hamstring injury,2025-02-06,2025-03-07,29.0,4,Gabriel,655488,4.1
23/24,Foot injury,2024-03-05,2024-03-29,24.0,4,Gabriel,655488,3.4
23/24,Hamstring injury,2023-09-17,2023-10-07,20.0,6,Gabriel,655488,2.9
22/23,Ankle injury,2023-05-14,2023-06-01,18.0,3,Gabriel,655488,2.6
20/21,Ankle injury,2021-01-09,2021-01-17,8.0,2,Gabriel,655488,1.1
19/20,Knee injury,2020-06-21,2020-12-18,180.0,37,Gabriel,655488,25.7
19/20,Knock,2020-02-20,2020-02-25,5.0,2,Gabriel,655488,0.7
19/20,Hamstring injury,2019-12-23,2020-01-06,14.0,4,Gabriel,655488,2.0
24/25,Ill,2025-01-24,2025-01-28,4.0,1,Martin Ødegaard,316264,0.6
24/25,Ankle sprain,2024-09-09,2024-11-04,56.0,14,Martin Ødegaard,316264,8.0
23/24,Hip injury,2023-11-03,2023-11-22,19.0,5,Martin Ødegaard,316264,2.7
20/21,Ankle injury,2021-04-05,2021-04-20,15.0,4,Martin Ødegaard,316264,2.1
20/21,Knock,2021-01-16,2021-01-29,13.0,2,Martin Ødegaard,316264,1.9
20/21,Muscle injury,2020-12-07,2020-12-20,13.0,4,Martin Ødegaard,316264,1.9
20/21,Calf injury,2020-10-16,2020-11-06,21.0,6,Martin Ødegaard,316264,3.0
20/21,Knee problems,2020-09-01,2020-09-19,18.0,2,Martin Ødegaard,316264,2.6
19/20,Knee problems,2020-01-06,2020-01-16,10.0,1,Martin Ødegaard,316264,1.4
19/20,Heel injury,2019-10-31,2019-11-21,21.0,4,Martin Ødegaard,316264,3.0
18/19,Hand injury,2018-09-27,2018-10-06,9.0,1,Martin Ødegaard,316264,1.3
17/18,Metatarsal fracture,2018-04-02,2018-06-30,89.0,7,Martin Ødegaard,316264,12.7
17/18,Foot injury,2017-12-01,2018-01-01,31.0,5,Martin Ødegaard,316264,4.4
16/17,Knee problems,2016-10-31,2016-11-06,6.0,2,Martin Ødegaard,316264,0.9
24/25,Foot injury,2025-02-03,2025-02-11,8.0,1,Eberechi Eze,479999,1.1
24/25,Hamstring injury,2024-10-30,2024-11-25,26.0,6,Eberechi Eze,479999,3.7
23/24,Muscle injury,2024-01-30,2024-03-01,31.0,5,Eberechi Eze,479999,4.4
23/24,Ankle injury,2023-11-25,2023-12-14,19.0,4,Eberechi Eze,479999,2.7
23/24,Hamstring injury,2023-10-03,2023-11-01,29.0,5,Eberechi Eze,479999,4.1
20/21,Achilles tendon problems,2021-05-19,2021-10-28,162.0,26,Eberechi Eze,479999,23.1
20/21,Knock,2020-11-19,2020-11-22,3.0,-,Eberechi Eze,479999,0.4
20/21,Groin injury,2020-09-10,2020-09-11,1.0,-,Eberechi Eze,479999,0.1
21/22,Ill,2022-04-19,2022-04-21,2.0,1,Leandro Trossard,144028,0.3
21/22,Hamstring injury,2021-12-26,2022-01-01,6.0,2,Leandro Trossard,144028,0.9
21/22,Elbow injury,2021-12-04,2021-12-14,10.0,1,Leandro Trossard,144028,1.4
20/21,Groin injury,2020-11-02,2020-11-27,25.0,5,Leandro Trossard,144028,3.6
19/20,Groin injury,2019-09-01,2019-10-18,47.0,9,Leandro Trossard,144028,6.7
18/19,Hamstring injury,2018-10-23,2018-11-09,17.0,5,Leandro Trossard,144028,2.4
18/19,Shoulder injury,2018-10-05,2018-10-18,13.0,3,Leandro Trossard,144028,1.9
17/18,Muscle tear,2017-08-20,2017-12-08,110.0,21,Leandro Trossard,144028,15.7
16/17,Hamstring injury,2017-05-16,2017-06-16,31.0,6,Leandro Trossard,144028,4.4
16/17,Muscle injury,2017-05-06,2017-05-15,9.0,2,Leandro Trossard,144028,1.3
24/25,Hamstring injury,2025-02-14,2025-04-02,47.0,9,Noni Madueke,503987,6.7
24/25,Ill,2025-01-10,2025-01-13,3.0,1,Noni Madueke,503987,0.4
23/24,unknown injury,2023-12-05,2023-12-18,13.0,3,Noni Madueke,503987,1.9
23/24,Muscle injury,2023-09-17,2023-09-25,8.0,2,Noni Madueke,503987,1.1
22/23,Ankle injury,2022-07-28,2022-10-17,81.0,22,Noni Madueke,503987,11.6
21/22,Muscle injury,2022-04-11,2022-05-05,24.0,8,Noni Madueke,503987,3.4
21/22,Muscle injury,2021-12-09,2022-02-07,60.0,9,Noni Madueke,503987,8.6
21/22,Muscle injury,2021-10-21,2021-12-02,42.0,12,Noni Madueke,503987,6.0
21/22,Muscle injury,2021-09-20,2021-10-14,24.0,8,Noni Madueke,503987,3.4
20/21,Knock,2021-01-25,2021-02-25,31.0,8,Noni Madueke,503987,4.4
20/21,minor knock,2021-01-11,2021-01-18,7.0,2,Noni Madueke,503987,1.0
18/19,minor knock,2019-05-02,2019-05-09,7.0,2,Noni Madueke,503987,1.0
24/25,Ill,2025-01-12,2025-01-15,3.0,2,Dean Henderson,258919,0.4
23/24,Hamstring injury,2023-09-27,2023-12-15,79.0,10,Dean Henderson,258919,11.3
22/23,Torn thigh muscle,2023-01-14,2023-06-30,167.0,23,Dean Henderson,258919,23.9
21/22,Ill,2021-08-02,2021-09-02,31.0,4,Dean Henderson,258919,4.4
20/21,Hip injury,2021-06-14,2021-07-13,29.0,-,Dean Henderson,258919,4.1
24/25,Calf strain,2025-01-24,2025-03-09,44.0,8,Joel Ward,92572,6.3
24/25,Calf injury,2024-12-08,2024-12-18,10.0,2,Joel Ward,92572,1.4
23/24,Hamstring injury,2023-12-17,2024-02-06,51.0,8,Joel Ward,92572,7.3
20/21,Knock,2021-01-31,2021-02-12,12.0,2,Joel Ward,92572,1.7
20/21,Groin injury,2020-10-19,2020-11-22,34.0,3,Joel Ward,92572,4.9
19/20,Knee injury,2019-11-24,2020-01-17,54.0,10,Joel Ward,92572,7.7
18/19,Knock,2018-10-17,2018-11-09,23.0,4,Joel Ward,92572,3.3
15/16,Knee injury,2015-09-10,2015-10-17,37.0,6,Joel Ward,92572,5.3
23/24,Knee problems,2024-02-03,2024-05-01,88.0,15,Marc Guehi,392757,12.6
20/21,Groin injury,2021-03-09,2021-03-19,10.0,3,Marc Guehi,392757,1.4
24/25,Ill,2025-01-16,2025-01-24,8.0,1,Jefferson Lerma,262980,1.1
23/24,Hamstring injury,2024-04-15,2024-05-15,30.0,5,Jefferson Lerma,262980,4.3
23/24,unknown injury,2023-09-15,2023-10-19,34.0,5,Jefferson Lerma,262980,4.9
20/21,Hamstring injury,2020-10-25,2020-11-02,8.0,2,Jefferson Lerma,262980,1.1
19/20,Chest injury,2020-02-02,2020-02-28,26.0,2,Jefferson Lerma,262980,3.7
19/20,Groin injury,2020-01-23,2020-01-31,8.0,1,Jefferson Lerma,262980,1.1
19/20,Knee injury,2020-01-13,2020-01-17,4.0,-,Jefferson Lerma,262980,0.6
19/20,Knock,2019-10-16,2019-10-25,9.0,1,Jefferson Lerma,262980,1.3
18/19,Ankle injury,2019-01-31,2019-02-08,8.0,1,Jefferson Lerma,262980,1.1
18/19,Hamstring injury,2018-11-11,2018-11-24,13.0,-,Jefferson Lerma,262980,1.9
18/19,Knock,2018-08-01,2018-08-24,23.0,2,Jefferson Lerma,262980,3.3
17/18,Muscle injury,2018-02-04,2018-02-25,21.0,2,Jefferson Lerma,262980,3.0
17/18,Muscle injury,2017-11-15,2017-12-13,28.0,5,Jefferson Lerma,262980,4.0
17/18,Muscle injury,2017-09-17,2017-10-12,25.0,5,Jefferson Lerma,262980,3.6
16/17,Muscle tear,2017-03-26,2017-05-12,47.0,7,Jefferson Lerma,262980,6.7
25/26,Knee problems,2025-08-11,2025-08-24,13.0,3,Daichi Kamada,356141,1.9
23/24,Calf injury,2024-04-22,2024-04-26,4.0,1,Daichi Kamada,356141,0.6
23/24,Back problems,2023-11-16,2023-11-22,6.0,1,Daichi Kamada,356141,0.9
22/23,infection,2022-11-03,2022-11-07,4.0,1,Daichi Kamada,356141,0.6
21/22,Torn muscle fiber,2022-01-27,2022-02-10,14.0,2,Daichi Kamada,356141,2.0
20/21,Lumbago,2021-03-04,2021-03-11,7.0,1,Daichi Kamada,356141,1.0
19/20,Quarantine,2020-03-19,2020-04-02,14.0,-,Daichi Kamada,356141,2.0
19/20,Torn ligaments,2020-01-09,2020-01-20,11.0,1,Daichi Kamada,356141,1.6
17/18,Ill,2017-12-07,2017-12-18,11.0,6,Daichi Kamada,356141,1.6
17/18,Dead leg,2017-07-24,2017-07-27,3.0,-,Daichi Kamada,356141,0.4
15/16,Elbow injury,2016-04-21,2016-05-12,21.0,4,Daichi Kamada,356141,3.0
23/24,Nose surgery,2023-11-10,2023-11-26,16.0,3,Bernd Leno,72476,2.3
19/20,Ligament stretching,2020-06-21,2020-08-27,67.0,11,Bernd Leno,72476,9.6
18/19,Ligament injury,2019-05-31,2019-07-05,35.0,2,Bernd Leno,72476,5.0
17/18,Ligament stretching,2018-04-10,2018-04-13,3.0,-,Bernd Leno,72476,0.4
13/14,muscular problems,2013-10-10,2013-10-14,4.0,3,Bernd Leno,72476,0.6
12/13,Elbow injury,2012-10-29,2012-11-15,17.0,10,Bernd Leno,72476,2.4
24/25,Knee injury,2024-12-15,2025-04-06,112.0,19,Kenny Tete,206746,16.0
23/24,Achilles tendon problems,2024-02-09,2024-02-19,10.0,2,Kenny Tete,206746,1.4
23/24,Groin problems,2023-09-17,2023-11-11,55.0,8,Kenny Tete,206746,7.9
22/23,Knock,2022-09-29,2022-10-29,30.0,6,Kenny Tete,206746,4.3
21/22,Groin injury,2022-01-22,2022-02-17,26.0,5,Kenny Tete,206746,3.7
21/22,Thigh problems,2021-08-21,2021-10-18,58.0,11,Kenny Tete,206746,8.3
20/21,Corona virus,2021-04-17,2021-04-27,10.0,1,Kenny Tete,206746,1.4
20/21,Fitness,2020-11-21,2020-12-27,36.0,7,Kenny Tete,206746,5.1
20/21,Calf injury,2020-09-20,2020-11-21,62.0,14,Kenny Tete,206746,8.9
19/20,Knock,2019-11-04,2019-11-20,16.0,4,Kenny Tete,206746,2.3
18/19,Ankle injury,2019-05-09,2019-05-31,22.0,3,Kenny Tete,206746,3.1
18/19,Hamstring injury,2019-03-21,2019-04-08,18.0,4,Kenny Tete,206746,2.6
18/19,Groin strain,2018-09-28,2018-10-20,22.0,6,Kenny Tete,206746,3.1
17/18,Knee injury,2017-11-06,2017-11-18,12.0,2,Kenny Tete,206746,1.7
17/18,Knee problems,2017-08-28,2017-09-01,4.0,1,Kenny Tete,206746,0.6
24/25,Achilles tendon problems,2024-11-24,2024-12-19,25.0,4,Joachim Andersen,260827,3.6
22/23,Calf injury,2023-01-15,2023-02-15,31.0,5,Joachim Andersen,260827,4.4
21/22,Hamstring injury,2021-11-23,2021-12-13,20.0,4,Joachim Andersen,260827,2.9
20/21,Ankle ligament tear,2020-10-15,2020-11-01,17.0,2,Joachim Andersen,260827,2.4
18/19,unknown injury,2019-04-24,2019-05-26,32.0,5,Joachim Andersen,260827,4.6
16/17,Shoulder injury,2016-09-18,2016-10-20,32.0,6,Joachim Andersen,260827,4.6
15/16,Ill,2016-04-29,2016-05-01,2.0,1,Joachim Andersen,260827,0.3
24/25,Ankle surgery,2025-05-07,2025-07-15,69.0,5,Timothy Castagne,262226,9.9
24/25,Hamstring injury,2024-10-14,2024-11-03,20.0,2,Timothy Castagne,262226,2.9
21/22,Hamstring injury,2022-01-03,2022-03-17,73.0,14,Timothy Castagne,262226,10.4
20/21,Fracture of the eye socket,2021-06-13,2021-08-15,63.0,6,Timothy Castagne,262226,9.0
20/21,Hamstring strain,2021-02-01,2021-02-19,18.0,5,Timothy Castagne,262226,2.6
20/21,Hamstring strain,2020-10-27,2020-12-19,53.0,15,Timothy Castagne,262226,7.6
19/20,Knee problems,2020-01-13,2020-01-28,15.0,3,Timothy Castagne,262226,2.1
19/20,Meniscus injury,2019-08-01,2019-09-15,45.0,5,Timothy Castagne,262226,6.4
15/16,Shoulder injury,2016-05-10,2016-06-20,41.0,10,Timothy Castagne,262226,5.9
24/25,Calf injury,2025-05-04,2025-06-01,28.0,3,Harrison Reed,226973,4.0
24/25,Fitness,2025-01-01,2025-01-08,7.0,1,Harrison Reed,226973,1.0
24/25,Knee surgery,2024-11-21,2024-12-31,40.0,8,Harrison Reed,226973,5.7
21/22,Muscle injury,2021-12-10,2021-12-18,8.0,1,Harrison Reed,226973,1.1
21/22,Calf injury,2021-10-20,2021-10-24,4.0,2,Harrison Reed,226973,0.6
21/22,Knock,2021-09-15,2021-09-20,5.0,2,Harrison Reed,226973,0.7
21/22,Knock,2021-09-15,2021-09-18,3.0,2,Harrison Reed,226973,0.4
21/22,Knock,2021-08-07,2021-08-28,21.0,6,Harrison Reed,226973,3.0
20/21,Ankle injury,2021-05-18,2021-05-23,5.0,2,Harrison Reed,226973,0.7
20/21,Knee problems,2021-04-19,2021-05-12,23.0,2,Harrison Reed,226973,3.3
20/21,Knock,2020-09-27,2020-10-23,26.0,4,Harrison Reed,226973,3.7
19/20,Fitness,2020-03-02,2020-03-14,12.0,1,Harrison Reed,226973,1.7
19/20,Calf injury,2020-01-09,2020-03-01,52.0,11,Harrison Reed,226973,7.4
19/20,Calf problems,2020-01-01,2020-01-08,7.0,2,Harrison Reed,226973,1.0
19/20,Calf injury,2019-11-22,2019-12-16,24.0,6,Harrison Reed,226973,3.4
23/24,Knee injury,2023-09-03,2023-09-15,12.0,-,Tom Cairney,123275,1.7
23/24,Knee injury,2023-08-30,2023-09-01,2.0,-,Tom Cairney,123275,0.3
23/24,Thigh problems,2023-07-30,2023-08-11,12.0,-,Tom Cairney,123275,1.7
22/23,Ankle injury,2023-02-08,2023-03-18,38.0,7,Tom Cairney,123275,5.4
21/22,Knock,2022-04-05,2022-04-11,6.0,2,Tom Cairney,123275,0.9
21/22,Ill,2022-02-22,2022-03-06,12.0,3,Tom Cairney,123275,1.7
21/22,Ill,2021-11-23,2021-11-29,6.0,2,Tom Cairney,123275,0.9
20/21,Knee injury,2020-12-27,2021-10-11,288.0,38,Tom Cairney,123275,41.1
19/20,bruise,2020-07-06,2020-07-17,11.0,3,Tom Cairney,123275,1.6
19/20,Calf problems,2019-12-29,2020-01-15,17.0,4,Tom Cairney,123275,2.4
19/20,Ill,2019-12-09,2019-12-11,2.0,1,Tom Cairney,123275,0.3
19/20,Ill,2019-11-05,2019-11-11,6.0,1,Tom Cairney,123275,0.9
18/19,Foot injury,2018-09-30,2018-10-27,27.0,3,Tom Cairney,123275,3.9
18/19,Foot injury,2018-08-26,2018-09-29,34.0,7,Tom Cairney,123275,4.9
17/18,Knee problems,2018-01-24,2018-02-05,12.0,2,Tom Cairney,123275,1.7
23/24,Hamstring injury,2023-08-20,2023-09-15,26.0,5,Alex Iwobi,242631,3.7
21/22,Calf injury,2021-10-01,2021-10-13,12.0,3,Alex Iwobi,242631,1.7
20/21,Corona virus,2021-03-26,2021-03-29,3.0,1,Alex Iwobi,242631,0.4
19/20,Hamstring injury,2019-12-23,2020-01-27,35.0,7,Alex Iwobi,242631,5.0
18/19,Ankle injury,2019-02-25,2019-02-26,1.0,-,Alex Iwobi,242631,0.1
18/19,Ill,2018-08-26,2018-09-19,24.0,3,Alex Iwobi,242631,3.4
16/17,Hamstring strain,2016-08-14,2016-09-10,27.0,5,Alex Iwobi,242631,3.9
24/25,Ankle injury,2024-12-23,2025-01-17,25.0,5,Sander Berge,333014,3.6
22/23,Torn ankle ligaments,2022-10-05,2022-12-05,61.0,11,Sander Berge,333014,8.7
21/22,Hamstring injury,2021-09-17,2021-11-22,66.0,16,Sander Berge,333014,9.4
21/22,Corona virus,2021-08-29,2021-09-13,15.0,4,Sander Berge,333014,2.1
20/21,surgery,2020-12-18,2021-03-21,93.0,20,Sander Berge,333014,13.3
20/21,bruise,2020-11-08,2020-11-21,13.0,2,Sander Berge,333014,1.9
18/19,Calf problems,2019-01-19,2019-03-15,55.0,9,Sander Berge,333014,7.9
18/19,Knee problems,2018-10-17,2018-10-28,11.0,3,Sander Berge,333014,1.6
17/18,Torn muscle bundle,2017-10-26,2018-05-18,204.0,36,Sander Berge,333014,29.1
16/17,Knee surgery,2016-10-17,2016-12-31,75.0,4,Sander Berge,333014,10.7
24/25,minor knock,2025-04-18,2025-04-24,6.0,1,Emile Smith Rowe,392765,0.9
24/25,Ankle injury,2025-02-23,2025-03-01,6.0,1,Emile Smith Rowe,392765,0.9
24/25,bruise,2024-12-16,2024-12-28,12.0,2,Emile Smith Rowe,392765,1.7
23/24,Bruise on ankle,2024-02-08,2024-02-14,6.0,1,Emile Smith Rowe,392765,0.9
23/24,Knee injury,2023-10-31,2023-12-10,40.0,9,Emile Smith Rowe,392765,5.7
22/23,Thigh problems,2023-01-25,2023-02-16,22.0,4,Emile Smith Rowe,392765,3.1
22/23,Groin surgery,2022-09-10,2023-01-09,121.0,20,Emile Smith Rowe,392765,17.3
21/22,Ill,2022-02-20,2022-03-09,17.0,2,Emile Smith Rowe,392765,2.4
20/21,Thigh problems,2021-03-24,2021-04-12,19.0,9,Emile Smith Rowe,392765,2.7
20/21,Shoulder injury,2020-09-10,2020-12-10,91.0,30,Emile Smith Rowe,392765,13.0
19/20,Head injury,2019-09-23,2019-10-07,14.0,2,Emile Smith Rowe,392765,2.0
19/20,Groin injury,2019-08-08,2019-12-13,127.0,34,Emile Smith Rowe,392765,18.1
18/19,Adductor pain,2019-04-22,2019-05-13,21.0,4,Emile Smith Rowe,392765,3.0
18/19,Hamstring injury,2019-01-14,2019-04-15,91.0,19,Emile Smith Rowe,392765,13.0
18/19,Groin problems,2018-11-29,2019-02-28,91.0,10,Emile Smith Rowe,392765,13.0
24/25,Knock,2025-03-03,2025-03-14,11.0,1,Adama Traoré,204103,1.6
23/24,Hamstring injury,2023-11-20,2024-02-09,81.0,16,Adama Traoré,204103,11.6
23/24,Hamstring injury,2023-09-11,2023-11-11,61.0,9,Adama Traoré,204103,8.7
22/23,Hamstring injury,2022-07-20,2022-08-13,24.0,2,Adama Traoré,204103,3.4
20/21,Hamstring injury,2021-01-09,2021-01-14,5.0,1,Adama Traoré,204103,0.7
20/21,Knock,2020-09-02,2020-09-04,2.0,1,Adama Traoré,204103,0.3
19/20,Shoulder injury,2020-03-02,2020-03-06,4.0,-,Adama Traoré,204103,0.6
19/20,Shoulder injury,2020-02-02,2020-02-13,11.0,-,Adama Traoré,204103,1.6
19/20,Knock,2020-01-17,2020-01-17,0.0,-,Adama Traoré,204103,0.0
19/20,Shoulder injury,2019-12-16,2019-12-20,4.0,-,Adama Traoré,204103,0.6
19/20,Knock,2019-11-11,2019-11-22,11.0,2,Adama Traoré,204103,1.6
18/19,Hamstring injury,2018-12-30,2019-01-01,2.0,-,Adama Traoré,204103,0.3
18/19,Shoulder injury,2018-07-27,2018-08-17,21.0,3,Adama Traoré,204103,3.0
15/16,Metatarsal fracture,2016-01-03,2016-04-03,91.0,19,Adama Traoré,204103,13.0
15/16,Calf injury,2015-08-25,2015-09-19,25.0,7,Adama Traoré,204103,3.6
22/23,Virus,2023-03-23,2023-03-25,2.0,2,Bart Verbruggen,565093,0.3
25/26,Knee injury,2025-05-11,,,6,Tariq Lamptey,504148,
24/25,Ankle injury,2025-03-07,2025-04-21,45.0,7,Tariq Lamptey,504148,6.4
24/25,Ill,2025-01-10,2025-01-15,5.0,1,Tariq Lamptey,504148,0.7
24/25,Calf injury,2024-11-08,2024-11-25,17.0,2,Tariq Lamptey,504148,2.4
